Simulation,LL_Null,LL_Alternative,Alpha_B,Beta_B,TestStatistic,PIT_Sup_Null,PIT_Sup_Alternative,PIT_Pairwise_Delta,KS_Null,KS_Alternative,ExitFlag_Null,ExitFlag_Alternative,AlphaSearchExpanded,AlphaBoundaryHit,AlphaCandidatesEvaluated,AlphaCandidatesEstimated,AlphaNullCandidateReused,AlphaSearchStopReason
82,605.476750888112,606.294640648648,1.05,1,1.63577952107266,0.0352112676056338,0.0352112676056338,0.0140845070422535,0.0529032139994229,0.0471739779547803,2,2,1,0,7,6,1,interior optimum
83,618.242035925592,618.255547751295,1.05,1,0.027023651404761,0.023943661971831,0.0183098591549296,0.0140845070422535,0.0421793088913341,0.0455051765012349,2,2,0,0,5,4,1,interior optimum
84,624.051353109541,624.175383227573,0.95,1,0.248060236063793,0.0267605633802817,0.0295774647887324,0.0084507042253521,0.0391269634732718,0.0386129389599555,2,1,0,0,5,4,1,interior optimum
85,615.506007067294,615.506007067294,1,1,0,0.0464788732394366,0.0464788732394366,0,0.031778662580922,0.031778662580922,2,2,0,0,5,4,1,interior optimum
86,629.997417305741,630.332013446361,1.05,1,0.669192281239475,0.0352112676056338,0.0295774647887324,0.0112676056338028,0.0432719313813361,0.0377455886453978,1,1,0,0,5,4,1,interior optimum
87,610.313257433329,610.313257433329,1,1,0,0.0352112676056338,0.0352112676056338,0,0.0551453639184464,0.0551453639184464,2,2,0,0,5,4,1,interior optimum
88,622.49642365306,622.49642365306,1,1,0,0.0295774647887324,0.0295774647887324,0,0.0376612737772425,0.0376612737772425,2,2,0,0,5,4,1,interior optimum
89,631.505393910799,631.621375144791,0.95,1,0.231962467983521,0.0183098591549296,0.0154929577464789,0.0112676056338028,0.0270227568178634,0.0319756604203916,2,2,0,0,5,4,1,interior optimum
90,637.314373790132,637.68135316227,0.95,1,0.733958744275469,0.0154929577464789,0.0211267605633803,0.0140845070422535,0.0317063151590619,0.0299141561990843,2,2,0,0,5,4,1,interior optimum
91,609.595527488066,609.864757340143,1.05,1,0.538459704153638,0.0267605633802817,0.0267605633802817,0.0140845070422535,0.0468977728166738,0.03772144031532,2,2,0,0,5,4,1,interior optimum
92,617.01906914539,617.433721872233,1.05,1,0.82930545368572,0.0436619718309859,0.0549295774647887,0.0140845070422535,0.0578260894614475,0.055343521000993,1,2,0,0,5,4,1,interior optimum
93,608.235238948339,609.262065342497,1.05,1,2.0536527883155,0.0295774647887324,0.0267605633802817,0.0169014084507042,0.037637379433259,0.0343746528092859,1,1,1,0,7,6,1,interior optimum
94,620.101004722012,620.125220503818,0.95,1,0.0484315636108477,0.0267605633802817,0.0267605633802817,0.0197183098591549,0.0368790116439599,0.0250938129567977,1,1,0,0,5,4,1,interior optimum
95,621.534862962991,621.534862962991,1,1,0,0.0352112676056338,0.0352112676056338,0,0.042584246638675,0.042584246638675,2,2,0,0,5,4,1,interior optimum
96,623.152127018654,623.152127018654,1,1,0,0.0352112676056338,0.0352112676056338,0,0.0541467617579174,0.0541467617579174,2,2,0,0,5,4,1,interior optimum
97,641.452946569787,641.452946569787,1,1,0,0.0295774647887324,0.0295774647887324,0,0.0356040075708872,0.0356040075708872,2,2,0,0,5,4,1,interior optimum
98,616.011559117381,616.011559117381,1,1,0,0.0211267605633803,0.0211267605633803,0,0.0335813063715285,0.0335813063715285,2,2,0,0,5,4,1,interior optimum
99,628.791355540625,628.791355540625,1,1,0,0.0183098591549296,0.0183098591549296,0,0.0264989649126932,0.0264989649126932,2,2,0,0,5,4,1,interior optimum
100,625.608385084241,625.608385084241,1,1,0,0.023943661971831,0.023943661971831,0,0.0363033710770702,0.0363033710770702,2,2,0,0,5,4,1,interior optimum
101,632.834821307443,632.957514970708,0.95,1,0.245387326528999,0.023943661971831,0.0211267605633803,0.0112676056338028,0.0348937241382983,0.0254152942421139,2,2,0,0,5,4,1,interior optimum
102,615.532958212531,615.532958212531,1,1,0,0.023943661971831,0.023943661971831,0,0.0345852075094556,0.0345852075094556,2,2,0,0,5,4,1,interior optimum
103,622.261281588146,622.367288031019,0.95,1,0.21201288574639,0.023943661971831,0.023943661971831,0.0140845070422535,0.0364579641487218,0.0381672647593553,2,2,0,0,5,4,1,interior optimum
104,627.928375867807,627.928375867807,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0445247644899819,0.0445247644899819,2,2,0,0,5,4,1,interior optimum
105,597.64870899917,597.64870899917,1,1,0,0.0183098591549296,0.0183098591549296,0,0.0321213722668981,0.0321213722668981,2,2,0,0,5,4,1,interior optimum
106,625.266090658708,625.515585610286,1.05,1,0.498989903156144,0.0492957746478873,0.0408450704225352,0.0140845070422535,0.0584727000936406,0.057239931849182,2,2,0,0,5,4,1,interior optimum
107,595.809362657923,596.717024089775,1.1,1,1.81532286370452,0.0295774647887324,0.0380281690140845,0.028169014084507,0.0288119594898346,0.0334853193117055,2,1,1,0,7,6,1,interior optimum
108,652.545000200692,653.117314992618,0.95,1,1.14462958385275,0.0154929577464789,0.0183098591549296,0.028169014084507,0.0388376778737768,0.024241873178782,1,2,1,0,7,6,1,interior optimum
109,625.986371159304,625.986371159304,1,1,0,0.023943661971831,0.023943661971831,0,0.0329203906449957,0.0329203906449957,2,2,0,0,5,4,1,interior optimum
110,603.076903872714,603.076903872714,1,1,0,0.0464788732394366,0.0464788732394366,0,0.0592313254373071,0.0592313254373071,2,2,0,0,5,4,1,interior optimum
111,614.866596820343,614.866596820343,1,1,0,0.0352112676056338,0.0352112676056338,0,0.0402445605395646,0.0402445605395646,2,2,0,0,5,4,1,interior optimum
112,605.915895640609,605.915895640609,1,1,0,0.00985915492957747,0.00985915492957747,0,0.0199764698325823,0.0199764698325823,2,2,0,0,5,4,1,interior optimum
113,642.032613303862,642.96195376417,0.95,1,1.85868092061537,0.0211267605633803,0.0126760563380282,0.00845070422535212,0.0269690035211587,0.019876946079694,2,2,1,0,7,6,1,interior optimum
114,621.498654642468,621.498654642468,1,1,0,0.0126760563380282,0.0126760563380282,0,0.0493416648080946,0.0493416648080946,2,2,0,0,5,4,1,interior optimum
115,620.239533460644,620.277826719184,1.05,1,0.0765865170812958,0.0183098591549296,0.0211267605633803,0.0225352112676056,0.0438360407902894,0.029365281464274,2,2,0,0,5,4,1,interior optimum
116,636.094420051526,636.848816037791,0.95,1,1.50879197252925,0.0323943661971831,0.0323943661971831,0.0197183098591549,0.0485702642956316,0.044580130297806,1,1,1,0,7,6,1,interior optimum
117,638.6363910219,638.6363910219,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0409995570169531,0.0409995570169531,2,2,0,0,5,4,1,interior optimum
118,640.978001496669,641.714774256548,0.95,1,1.47354551975786,0.0352112676056338,0.0380281690140845,0.00845070422535212,0.0242309764106485,0.0278902336887603,2,2,1,0,7,6,1,interior optimum
119,620.395596630635,620.753971487331,0.95,1,0.716749713392119,0.0408450704225352,0.0408450704225352,0.0140845070422535,0.0569541576613006,0.049120435407258,2,2,0,0,5,4,1,interior optimum
120,633.653126151591,634.466143287437,1.05,1,1.62603427169302,0.0295774647887324,0.0295774647887324,0.0140845070422535,0.0316280155963776,0.021039627034851,2,1,1,0,7,6,1,interior optimum
121,617.763646383034,618.361738917936,0.95,1,1.19618506980464,0.0211267605633803,0.0183098591549296,0.0140845070422535,0.0441168753503375,0.0480898372462973,2,1,0,0,5,4,1,interior optimum
122,642.081588553414,642.081588553414,1,1,0,0.0154929577464789,0.0154929577464789,0,0.0356742370931336,0.0356742370931336,2,2,0,0,5,4,1,interior optimum
123,621.286193397554,621.286193397554,1,1,0,0.00985915492957747,0.00985915492957747,0,0.0164459522821985,0.0164459522821985,2,2,0,0,5,4,1,interior optimum
124,653.95589532055,653.95589532055,1,1,0,0.0323943661971831,0.0323943661971831,0,0.0409734663426801,0.0409734663426801,1,1,0,0,5,4,1,interior optimum
125,644.775977163412,645.21008272851,0.95,1,0.868211130195959,0.0295774647887324,0.0211267605633803,0.0169014084507042,0.0409819041551247,0.0459697251885329,2,2,0,0,5,4,1,interior optimum
126,618.847349788184,618.847349788184,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0266946080222757,0.0266946080222757,2,2,0,0,5,4,1,interior optimum
127,595.701395543785,595.968939730477,1.05,1,0.535088373383815,0.0211267605633803,0.0211267605633803,0.0112676056338028,0.0392535787361669,0.0524979216340663,2,2,0,0,5,4,1,interior optimum
128,635.831553949829,636.899984748954,0.95,1,2.13686159825079,0.0323943661971831,0.0323943661971831,0.0225352112676056,0.057198455039623,0.046367402615476,2,2,1,0,7,6,1,interior optimum
129,604.877804385384,605.235854344539,1.05,1,0.716099918309965,0.023943661971831,0.023943661971831,0.0169014084507042,0.0431383459362504,0.0381606308934668,1,2,0,0,5,4,1,interior optimum
130,638.141870727157,638.722110230866,0.95,1,1.16047900741842,0.0352112676056338,0.0352112676056338,0.0197183098591549,0.0390949065917404,0.0361700934781187,2,2,0,0,5,4,1,interior optimum
131,645.325346253121,645.325346253121,1,1,0,0.0408450704225352,0.0408450704225352,0,0.0471664682862428,0.0471664682862428,2,2,0,0,5,4,1,interior optimum
132,607.297646407118,607.297646407118,1,1,0,0.0295774647887324,0.0295774647887324,0,0.0671781361717403,0.0671781361717403,2,2,0,0,5,4,1,interior optimum
133,610.154855164619,610.154855164619,1,1,0,0.023943661971831,0.023943661971831,0,0.0266384793978063,0.0266384793978063,2,2,0,0,5,4,1,interior optimum
134,616.564088867642,616.564088867642,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0298836612431332,0.0298836612431332,2,2,0,0,5,4,1,interior optimum
135,606.388167471082,606.96330422272,1.05,1,1.15027350327614,0.0211267605633803,0.0126760563380282,0.0169014084507042,0.0318943079860491,0.028602901083707,2,2,0,0,5,4,1,interior optimum
136,593.503184665312,593.726050757446,1.05,1,0.445732184269218,0.0183098591549296,0.0211267605633803,0.0112676056338028,0.0225835092684286,0.0313081386855105,2,2,0,0,5,4,1,interior optimum
137,615.416684165613,615.72650071957,1.05,1,0.619633107914751,0.0267605633802817,0.0323943661971831,0.0140845070422535,0.0373031037393795,0.0382119706516356,2,2,0,0,5,4,1,interior optimum
138,635.552605985289,635.552605985289,1,1,0,0.023943661971831,0.023943661971831,0,0.0322461959393416,0.0322461959393416,2,2,0,0,5,4,1,interior optimum
139,629.902756089265,629.902756089265,1,1,0,0.0211267605633803,0.0211267605633803,0,0.0305257379119753,0.0305257379119753,1,1,0,0,5,4,1,interior optimum
140,623.658800033758,623.658800033758,1,1,0,0.0211267605633803,0.0211267605633803,0,0.0277148610947521,0.0277148610947521,2,2,0,0,5,4,1,interior optimum
141,613.897721308369,614.257920939284,1.05,1,0.720399261831517,0.0267605633802817,0.0183098591549296,0.0112676056338028,0.0334848810576553,0.0389313916304135,2,2,0,0,5,4,1,interior optimum
142,629.855763248622,629.855763248622,1,1,0,0.0267605633802817,0.0267605633802817,0,0.027615712158352,0.027615712158352,2,2,0,0,5,4,1,interior optimum
143,640.159485361317,640.539164338549,0.95,1,0.759357954464122,0.023943661971831,0.0295774647887324,0.0140845070422535,0.0338789822308841,0.0397285644622838,2,2,0,0,5,4,1,interior optimum
144,633.612583673029,633.862553904381,0.95,1,0.499940462702625,0.0408450704225352,0.0352112676056338,0.0253521126760563,0.0390480505748121,0.0553324998722652,1,2,0,0,5,4,1,interior optimum
145,625.613559111596,625.613559111596,1,1,0,0.0295774647887324,0.0295774647887324,0,0.0364403953261423,0.0364403953261423,1,1,0,0,5,4,1,interior optimum
146,620.851952160855,620.851952160855,1,1,0,0.0323943661971831,0.0323943661971831,0,0.0379363697094509,0.0379363697094509,2,2,0,0,5,4,1,interior optimum
147,620.301618106424,620.301618106424,1,1,0,0.0183098591549296,0.0183098591549296,0,0.0291694139796235,0.0291694139796235,2,2,0,0,5,4,1,interior optimum
148,629.897130939606,630.869446086625,0.95,1,1.94463029403869,0.023943661971831,0.0154929577464789,0.0112676056338028,0.0382402579569613,0.0294396416032681,2,2,1,0,7,6,1,interior optimum
149,606.02478944693,606.02478944693,1,1,0,0.0154929577464789,0.0154929577464789,0,0.0449020225417955,0.0449020225417955,2,2,0,0,5,4,1,interior optimum
150,646.122745911228,646.122745911228,1,1,0,0.0183098591549296,0.0183098591549296,0,0.0472874161804369,0.0472874161804369,2,2,0,0,5,4,1,interior optimum
151,627.012257433508,627.012257433508,1,1,0,0.023943661971831,0.023943661971831,0,0.0257899566850521,0.0257899566850521,1,1,0,0,5,4,1,interior optimum
152,622.294858421307,622.690852518143,1.05,1,0.791988193670477,0.0154929577464789,0.0183098591549296,0.0169014084507042,0.0452131601866269,0.0298240035686296,2,1,0,0,5,4,1,interior optimum
153,586.960320256772,587.629188548554,1.05,1,1.33773658356381,0.0267605633802817,0.023943661971831,0.0140845070422535,0.0400865903423924,0.0416787033375678,2,1,1,0,7,6,1,interior optimum
154,634.37018674027,634.37018674027,1,1,0,0.0323943661971831,0.0323943661971831,0,0.0489201075195878,0.0489201075195878,1,1,0,0,5,4,1,interior optimum
