R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT,A5,R5,A6,R6
1.1794,0.99034286,-0.00027321,-0.06930735,-8.67580999,0.00027587,0.00032537,-253.67816125,-299.18802337,-125.17878547,-147.63585958,5.13036788,6.05075587,4.82176188,5.68678596
1.17946667,0.99034284,-0.00027785,-0.06988564,-8.67284312,0.00028056,0.00033091,-251.52332862,-296.66338199,-124.10050519,-146.37240919,5.13047367,6.05122268,4.82043927,5.68554744
1.17953333,0.99034282,-0.00028253,-0.07046373,-8.66987721,0.00028528,0.0003365,-249.40454884,-294.18097884,-123.04028237,-145.1301144,5.13057996,6.05169008,4.81911695,5.68430908
1.1796,0.9903428,-0.00028724,-0.07104162,-8.66691226,0.00029005,0.00034214,-247.32092489,-291.739763,-121.99766722,-143.90844826,5.13068674,6.05215808,4.81779492,5.68307089
1.17966667,0.99034278,-0.000292,-0.07161932,-8.66394825,0.00029485,0.00034782,-245.27158926,-289.33871813,-120.97222477,-142.70690115,5.13079401,6.05262666,4.81647319,5.68183288
1.17973333,0.99034276,-0.00029679,-0.07219682,-8.6609852,0.00029969,0.00035355,-243.25570273,-286.97686104,-119.96353425,-141.52498014,5.13090177,6.05309584,4.81515175,5.68059503
1.1798,0.99034274,-0.00030163,-0.07277412,-8.6580231,0.00030457,0.00035933,-241.27245325,-284.65324034,-118.97118852,-140.36220822,5.13101002,6.05356562,4.81383061,5.67935735
1.17986667,0.99034272,-0.0003065,-0.07335122,-8.65506194,0.00030949,0.00036515,-239.32105482,-282.36693521,-117.99479355,-139.21812375,5.13111876,6.05403599,4.81250976,5.67811985
1.17993333,0.9903427,-0.00031141,-0.07392812,-8.65210174,0.00031444,0.00037102,-237.40074649,-280.11705414,-117.03396786,-138.09227981,5.13122799,6.05450695,4.81118921,5.67688252
1.18,0.99034268,-0.00031635,-0.07450483,-8.64914249,0.00031944,0.00037694,-235.51079134,-277.90273379,-116.08834203,-136.9842436,5.13133772,6.05497851,4.80986895,5.67564536
