date_TTM_30,exdate_TTM_30,kappa_TTM_30,date_TTM_60,exdate_TTM_60,kappa_TTM_60,date_TTM_90,exdate_TTM_90,kappa_TTM_90,date_TTM_180,exdate_TTM_180,kappa_TTM_180
20101021,20101119,0.850075671318844,20101019,20101217,0.973305388381994,20110222,20110520,0.884950960044199,NaN,NaN,NaN
20101118,20101217,0.849958383567289,20101123,20110121,0.973800245562472,20110321,20110617,0.885413738658658,NaN,NaN,NaN
20101223,20110121,0.850484305662755,20101221,20110218,0.974658505716971,20110418,20110715,0.885791894351897,NaN,NaN,NaN
20110120,20110218,0.851058789167031,20110118,20110318,0.975223650578693,20110523,20110819,0.885249031214234,NaN,NaN,NaN
20110217,20110318,0.851402970762458,20110215,20110415,0.975376913730918,20110620,20110916,0.884757829083903,NaN,NaN,NaN
20110317,20110415,0.849064356167124,20110322,20110520,0.974992440873114,20110725,20111021,0.884719963699232,NaN,NaN,NaN
20110421,20110520,0.85167456966901,20110419,20110617,0.975500276957969,20110822,20111118,0.881705511721417,NaN,NaN,NaN
20110519,20110617,0.851045615080689,20110517,20110715,0.974753053031739,20110919,20111216,0.881892036960794,NaN,NaN,NaN
20110616,20110715,0.850039901433953,20110621,20110819,0.974500674362771,20111024,20120120,0.882836532489397,NaN,NaN,NaN
20110721,20110819,0.850351377501273,20110719,20110916,0.974871686277353,20111121,20120217,0.879040115105146,NaN,NaN,NaN
20110818,20110916,0.845825065874127,20110823,20111021,0.974782190772275,20111219,20120316,0.880557103925286,NaN,NaN,NaN
20110922,20111021,0.844572456249866,20110920,20111118,0.973200517456403,20120123,20120420,0.884313539169867,NaN,NaN,NaN
20111020,20111118,0.8469209617461,20111018,20111216,0.973894599696477,20120221,20120518,0.885052804940305,NaN,NaN,NaN
20111117,20111216,0.84612950096319,20111122,20120120,0.971052204670801,20120319,20120615,0.88527578166823,NaN,NaN,NaN
20111222,20120120,0.849218933558691,20111220,20120217,0.972705654517489,20120423,20120720,0.884454492690304,NaN,NaN,NaN
20120119,20120217,0.849912554035859,20120117,20120316,0.973888014720846,20120521,20120817,0.88363346653855,NaN,NaN,NaN
20120216,20120316,0.849814498338206,20120221,20120420,0.974417662956342,20120625,20120921,0.883173605356529,NaN,NaN,NaN
20120322,20120420,0.850049435437309,20120320,20120518,0.974427175234629,20120723,20121019,0.883122143950223,NaN,NaN,NaN
20120419,20120518,0.849810324834927,20120417,20120615,0.974053140415368,20120820,20121116,0.883589584969214,NaN,NaN,NaN
20120517,20120615,0.848579774135738,20120522,20120720,0.973834233273178,20120924,20121221,0.884115616150362,NaN,NaN,NaN
20120621,20120720,0.849386092453719,20120619,20120817,0.97398646978341,20121022,20130118,0.884322192710584,NaN,NaN,NaN
20120719,20120817,0.849843352103383,20120724,20120921,0.972916488331807,20121119,20130215,0.883663596879608,NaN,NaN,NaN
