date_30,rf_gross_TTM30,date_60,rf_gross_TTM60,date_90,rf_gross_TTM90,date_180,rf_gross_TTM180
20130418,1.00015360822393,20130423,1.00039169070448,20130819,1.00059087862137,,
20130523,1.00014773863831,20130521,1.00037728976254,20130923,1.0005668719713,,
20130620,1.00014793359315,20130618,1.00036841279449,20131021,1.00053757691472,,
20130718,1.00014609409375,20130723,1.00037067977479,20131125,1.00052636530256,,
20130822,1.00014184721005,20130820,1.00036341493037,20131223,1.00056606501934,,
20130919,1.00013900852106,20130917,1.00034281550241,20140121,1.00051028384916,,
20131017,1.00013385414703,20131022,1.00032822682137,20140218,1.00049889384334,,
20131121,1.0001306949508,20131119,1.00032774457088,20140324,1.00052438590702,,
20131219,1.00013000724473,20131224,1.00035550675681,20140421,1.00049341093803,,
20140123,1.00012644333575,20140121,1.00032227642478,20140519,1.00047490963252,,
20140220,1.00012077816981,20140218,1.00030790048752,20140623,1.00050683759546,,
20140320,1.0001115620856,20140318,1.00031438620899,20140721,1.00050000108022,,
20140417,1.00011614620842,20140422,1.00030451911583,20140825,1.0005266674929,,
20140522,1.00011393733968,20140520,1.00029776656398,20140922,1.00051656462446,,
20140619,1.00011716898978,20140617,1.00030694691383,20141020,1.00050715148231,,
20140717,1.00011820841072,20140722,1.00031185695778,20141124,1.00052057805159,,
20140821,1.00011755044276,20140819,1.00031006007904,20141222,1.0005560555132,,
20140918,1.00011727328693,20140923,1.0003252913576,20150120,1.00054933410546,,
20141023,1.00011515731503,20141021,1.00030992483244,20150217,1.0006078075255,,
20141120,1.000118496116,20141118,1.00030869884864,20150323,1.00062205270966,,
20141218,1.0001252971093,20141222,1.00034530410766,20150420,1.00062221666443,,
20150121,1.00013263686203,20150120,1.00034266628572,20150526,1.00066037650447,,
20150218,1.00014126026494,20150217,1.00036646704811,20150622,1.00066913084455,,
20150318,1.00013965661213,20150316,1.00037133673899,20150720,1.00071440725134,,
20150415,1.00014403995227,20150420,1.00038385716606,20150824,1.00071997932986,,
20150520,1.00014655749975,20150518,1.00038162517688,20150921,1.00073351817281,,
20150617,1.00014951302018,20150622,1.0004072682938,20151019,1.00071711623395,,
20150722,1.00014863193015,20150720,1.00042028398538,20151123,1.00101638733529,,
20150819,1.00015998864653,20150817,1.00046167289039,20151221,1.00137327367634,,
20150916,1.00016974385691,20150921,1.00043653921149,20160119,1.00137981097674,,
